created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Oct 29 14:12:48 +0000 2023;1718631975043645623;"#FreePalestine https://t.co/0SewkmeOly";0;0;0;0;qme;1433511463772033028;1718631975043645623;sanjtimony;https://twitter.com/sanjtimony/status/1718631975043645623
Sun Oct 29 14:12:47 +0000 2023;1718631973378281557;"Not only Muslims, but all the people who are the bearers of humanity, who have compassion for Palestine in their hearts. Those who see the difference between the oppressor and the oppressed should boycott Israel.  Israel is nothing but TERRORIST #FreePalestine  #Gaza_Genocide";0;0;0;0;en;1443175238133432320;1718631973378281557;bibia7511;https://twitter.com/bibia7511/status/1718631973378281557
Sun Oct 29 14:12:47 +0000 2023;1718631971713130717;"#FascistToryBritian  #FreePalestine https://t.co/d6FVfhazLq";0;0;0;0;qme;101551215;1718631971713130717;Kerouac60;https://twitter.com/Kerouac60/status/1718631971713130717
Sun Oct 29 14:12:46 +0000 2023;1718631969918190071;"STOP GENOCIDE.  FREE PALESTINE.  #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #FreePalestine";0;0;0;0;en;791415979158835200;1718631969918190071;kwanseries;https://twitter.com/kwanseries/status/1718631969918190071
Sun Oct 29 14:12:46 +0000 2023;1718631969159008533;"@jaeyukk_ DON'T STOP TALKING ABOUT PALESTINE DON'T STOP TALKING ABOUT PALESTINE DON'T STOP TALKING ABOUT PALESTINE   IT'S A HUMANITARIAN DUTY FREE PALESTINE 🇵🇸  #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #FreePalestine";0;0;0;0;en;2349818167;1718626111587029500;bublefluffs;https://twitter.com/bublefluffs/status/1718631969159008533
Sun Oct 29 14:12:46 +0000 2023;1718631968450253108;"DON’T STOP TALKING ABOUT PALESTINE DON’T STOP TALKING ABOUT PALESTINE DON’T STOP TALKING ABOUT PALESTINE  FREE PALESTINE 🇵🇸 ITS A HUMANITARIAN DUTY  #StopGazaGenocide #StopGenocideInGaza  #CeaseFireInGaza #CeaseFireNOW #FreePalestine #SavePalestine";0;0;0;0;en;1487403434995499012;1718631968450253108;mbulchiz;https://twitter.com/mbulchiz/status/1718631968450253108
Sun Oct 29 14:12:46 +0000 2023;1718631968202436806;"المقاومة تصنع مجدا  #تحريرها_كلها_ممكن  #FreePalestine";0;0;0;0;ar;1551866578374909955;1718631968202436806;HadjerElhadj;https://twitter.com/HadjerElhadj/status/1718631968202436806
Sun Oct 29 14:12:46 +0000 2023;1718631966864715862;"MUMBRA INDIA #FreePalestine https://t.co/zP54nieU7V";0;0;0;0;pt;3260378420;1718631966864715862;vasimkhan18raju;https://twitter.com/vasimkhan18raju/status/1718631966864715862
Sun Oct 29 14:12:46 +0000 2023;1718631966441099664;"ITS A HUMANITARIAN DUTY  FREE PALESTINE 🇵🇸 no internet communication, no food, no safe place to live  #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #FreePalestine";0;0;0;0;en;1295251598126374914;1718628847443415434;markonahehehe;https://twitter.com/markonahehehe/status/1718631966441099664
Sun Oct 29 14:12:45 +0000 2023;1718631965031813422;"@lifegoeseven @1uvrstkk Don’t stop talking about Gaza🇵🇸 Don’t stop talking about Gaza🇵🇸 Don’t stop talking about Gaza🇵🇸 Don’t stop talking about Gaza🇵🇸 Don’t stop talking about Gaza🇵🇸 Don’t stop talking about Gaza🇵🇸 Don’t stop talking about Gaza🇵🇸 #CeasefireNOW  #StandWithPalestine #FreePalestine";0;0;0;0;en;1650476209057280002;1718625546064498730;G0LDENL0VER;https://twitter.com/G0LDENL0VER/status/1718631965031813422
Sun Oct 29 14:12:45 +0000 2023;1718631964377489814;"I stand with palestine   #StopGenocideInGaza #CeaseFireInGaza  #CeasefireNOW #FreePalestine https://t.co/iEGVblha34";0;0;0;0;en;1539509601628221440;1718631964377489814;Cindhrella;https://twitter.com/Cindhrella/status/1718631964377489814
Sun Oct 29 14:12:45 +0000 2023;1718631964339794041;"#NPR is reporting that civil disorder is beginning to break down in #Gaza, and people are hungry - 'How to report on a #genocide in progress. #freepalestine #IsraelTerrorrist";0;0;0;0;en;1462220698391244808;1718631964339794041;mosaicmadame;https://twitter.com/mosaicmadame/status/1718631964339794041
Sun Oct 29 14:12:45 +0000 2023;1718631964176253235;"IT'S A HUMANITARIAN DUTY FREE PALESTINE 🇵🇸 #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #FreePalestine https://t.co/JUjYKA5u85";0;0;0;0;en;1059690083714912256;1718631964176253235;jewuji;https://twitter.com/jewuji/status/1718631964176253235
Sun Oct 29 14:12:45 +0000 2023;1718631963504824621;"@YasMohammedxx Stop spreading hate and saying nonsense stuff. If you’re not happy with Islam don’t tell people negative things and if you didn’t learn correctly our religion don’t use this platform to say and focalise on the bad things. Islam is the religion of Peace, and #freepalestine";0;0;0;0;en;1522644577785716740;1718626440474669301;lebssits;https://twitter.com/lebssits/status/1718631963504824621
Sun Oct 29 14:12:44 +0000 2023;1718631961005305894;"#matthewperry #FuryvsNgannou #FreePalestine #غزة_تنتصر #israel  israel is a terrorist state😡😡😡";0;0;0;0;en;1575108951649271810;1718631961005305894;itsSunny245;https://twitter.com/itsSunny245/status/1718631961005305894
Sun Oct 29 14:12:44 +0000 2023;1718631960762101948;"@wearestreamEXO amiin ya Allah 🤲🏻  IT’S A HUMANITARIAN DUTY #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #StarLinkForGaza #FreePalestine";0;0;0;0;in;1549211245080784897;1718631701004599583;gominigom;https://twitter.com/gominigom/status/1718631960762101948
Sun Oct 29 14:12:44 +0000 2023;1718631960476516676;"Qui non c'è Hamas, quindi nessuno guarda. Fiancheggiati dai militari, i coloni fanno quello per cui si sono sempre preparati. Agghiacciante davvero... #FreePalestine";0;0;0;0;it;611325997;1718631960476516676;Balokko;https://twitter.com/Balokko/status/1718631960476516676
Sun Oct 29 14:12:43 +0000 2023;1718631956483621084;"UK MP challenges government on 'bloodshed' in Gaza  "How many thousands of innocent Palestinians must be slaughtered before this government condemns this brutality and bloodshed?"  MP Imran Hussain on 24 Oct  #Palestine #FreePalestine #FreePalestine_Now #Gaza #Israel https://t.co/WcyXW7yhEL";0;0;0;0;en;284571083;1718631956483621084;VisitSouthall;https://twitter.com/VisitSouthall/status/1718631956483621084
Sun Oct 29 14:12:43 +0000 2023;1718631956269916415;"@aloeycera IT’S A HUMANITARIAN DUTY FREE PALESTINE 🇵🇸  #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #StarLinkForGaza #FreePalestine";0;0;0;0;en;1227007906010152960;1718629889648259274;Andes1220;https://twitter.com/Andes1220/status/1718631956269916415
Sun Oct 29 14:12:43 +0000 2023;1718631955108155851;"@westenthu ITS A HUMANITARIAN DUTY FREE PALESTINE 🇵🇸  #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #FreePalestine";0;0;0;0;en;1216645533281816576;1718626741340754242;jnrubyareroses;https://twitter.com/jnrubyareroses/status/1718631955108155851
Sun Oct 29 14:12:43 +0000 2023;1718631955099725934;"@luvsjaeno ITS A HUMANITARIAN DUTY  FREE PALESTINE 🇵🇸 no internet communication, no food, no safe place to live  #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #FreePalestine";0;0;0;0;en;1301072463711752194;1718625448559816984;awrolll;https://twitter.com/awrolll/status/1718631955099725934
Sun Oct 29 14:12:43 +0000 2023;1718631954944541140;"ITS A HUMANITARIAN DUTY  FREE PALESTINE 🇵🇸 no internet communication, no food, no safe place to live  #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #FreePalestine https://t.co/l0TBIw6kMU";0;0;0;0;en;1271667507003187201;1718631954944541140;strawberiessahi;https://twitter.com/strawberiessahi/status/1718631954944541140
Sun Oct 29 14:12:43 +0000 2023;1718631954831036603;"#FreePalestine #غزة_الآن #Gaza #GazaWar #غزة_تنتصر #CeasefireNOW #Gaza_Genocide #Pakistan @AlkhidmatOrg https://t.co/XRVelPhi7o";0;0;0;0;qme;1673388508780838912;1718631954831036603;HudaTahir216628;https://twitter.com/HudaTahir216628/status/1718631954831036603
Sun Oct 29 14:12:43 +0000 2023;1718631954156081173;"IT'S A HUMANITARIAN DUTY! #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #Starlinkforgaza  #FreePalestine https://t.co/OVyOZ0OIg9";0;0;1;0;en;1353247275850448896;1718631954156081173;ffullsun__;https://twitter.com/ffullsun__/status/1718631954156081173
Sun Oct 29 14:12:43 +0000 2023;1718631953895714855;"todays protest in athens #FreePalestine #CeasefireNOW #CeaseFireInGaza https://t.co/cTKA5PyenI";0;0;0;0;en;1557375872079904768;1718631953895714855;onlytoldmoony;https://twitter.com/onlytoldmoony/status/1718631953895714855
Sun Oct 29 14:12:42 +0000 2023;1718631951509442809;"@hrnewji IT'S A HUMANITARIAN DUTY #StopGenocideInGaza #CeaseFireInGaza #StarLinkForGaza #CeaseFireNOW #FreePalestine";0;0;0;0;en;1683681949968371712;1718618048662573365;dearfishy;https://twitter.com/dearfishy/status/1718631951509442809
Sun Oct 29 14:12:42 +0000 2023;1718631951392010718;"@zsazrnz ITS A HUMANITARIAN DUTY FREE PALESTINE 🇵🇸 #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #FreePalestine";0;0;0;0;en;1427495643744915460;1718630532077306303;brcupid;https://twitter.com/brcupid/status/1718631951392010718
Sun Oct 29 14:12:41 +0000 2023;1718631949114470750;"Lo sbg org dewasa yg waras how do u feel? Kalo lo g ngerasain apa" fix lo itu udah mati rasa hatinya. Lo g pantes disebut manusia lagi.  ITS A HUMANITARIAN DUTY  #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #FreePalestine";0;0;0;0;in;1218759528465911808;1718631949114470750;ZzarPark61;https://twitter.com/ZzarPark61/status/1718631949114470750
Sun Oct 29 14:12:41 +0000 2023;1718631948015505786;"@jnlitch ITS A HUMANITARIAN DUTY #StopGenocideInGaza  #CeaseFireInGaza   #CeaseFireNOW #FreePalestine";0;0;0;0;en;1058117472623022080;1718629327229919508;xxnrnx;https://twitter.com/xxnrnx/status/1718631948015505786
Sun Oct 29 14:12:41 +0000 2023;1718631945918468291;"@haeleeophile ITS A HUMANITARIAN DUTY  FREE PALESTINE 🇵🇸 no internet communication, no food, no safe place to live  #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #FreePalestine";0;0;0;0;en;1541771164220915712;1718629539105108420;mycuterenjun;https://twitter.com/mycuterenjun/status/1718631945918468291
Sun Oct 29 14:12:41 +0000 2023;1718631945888776599;"@mattchuaddict Don’t stop talking about Gaza. Don’t stop talking about Gaza. Don’t stop talking about Gaza. Don’t stop talking about Gaza. Don’t stop talking about Gaza. Don’t stop talking about Gaza.  FROM THE RIVER TO THE SEA PALESTINE WILL BE FREE  🇵🇸 #CeasefireNOW #FreePalestine";0;0;1;0;en;1422567182265892867;1718629055636144221;F0XTHEW;https://twitter.com/F0XTHEW/status/1718631945888776599
Sun Oct 29 14:12:40 +0000 2023;1718631944215581014;"@jenochii02 ITS A HUMANITARIAN DUTY  FREE PALESTINE 🇵🇸 no internet communication, no food, no safe place to live  #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #FreePalestine";0;0;0;0;en;1679001507038134272;1718631399782264847;xczeunis;https://twitter.com/xczeunis/status/1718631944215581014
Sun Oct 29 14:12:40 +0000 2023;1718631943644774595;""Ama Hamas " ile başlayan cümleler kuranlar için gayet açıklayıcı bir görsel  #StopGazaGenocide #Gaza #FreePalestine   Giriş                 Gelişme         Sonuç https://t.co/Er7OB58ASy";0;0;0;0;tr;1281741717297922050;1718631943644774595;__AY_SE__NUR_RR;https://twitter.com/__AY_SE__NUR_RR/status/1718631943644774595
Sun Oct 29 14:12:40 +0000 2023;1718631943309496410;"@kyungsui 🇵🇸❤️❤️ #StopGenocideInGaza  #CeaseFireInGaza   #CeaseFireNOW #FreePalestine";0;0;0;0;qme;1518087286524579841;1718629074627891247;popice_tales;https://twitter.com/popice_tales/status/1718631943309496410
Sun Oct 29 14:12:40 +0000 2023;1718631942474608958;"For the first time in history, 100 warships of the Turkish Navy began moving in the Bosphorus Strait #FreePalestine #غزة_تنتصر #غزة_الآن #FreePalenstine #Gaza #starlinkforgaza #GazaWar https://t.co/NjAHQUHKnJ";0;0;0;0;en;1378588926357737490;1718631942474608958;Princekhaan12;https://twitter.com/Princekhaan12/status/1718631942474608958
Sun Oct 29 14:12:40 +0000 2023;1718631941766033734;"@UN @UNIFIL_ SILENT !!!  @POTUS @Israel @IDF ALL COUNTRY SUPORT CRIME WAR GENOSIDE.. BASTARD !!! 🔥 #Gaza_Genocide  #FreePalestine";0;0;0;0;en;1691489728804319232;1718631941766033734;KabarSelayang;https://twitter.com/KabarSelayang/status/1718631941766033734
Sun Oct 29 14:12:40 +0000 2023;1718631941329580317;"دينفر تكسوها الثلوج ❄️  أجواء الشتاء بدأت.  #FreePalestine #NFL 🇵🇸 https://t.co/sCibMzlhQS";0;0;0;0;ar;1148927047085056015;1718631941329580317;NFLARAB;https://twitter.com/NFLARAB/status/1718631941329580317
Sun Oct 29 14:12:40 +0000 2023;1718631941241544949;"@Israel Israel is a terrorist , #FreePalestine  Hamas will undo Israel from Palestine";0;0;0;0;en;1561437810090967042;1718617729031086437;HammzzaBaz;https://twitter.com/HammzzaBaz/status/1718631941241544949
Sun Oct 29 14:12:39 +0000 2023;1718631939639275950;"is the fucking war in the room with us right now  IT'S A HUMANITARIAN DUTY #StopGenocideInGaza  #CeaseFireInGaza  #starlinkforgaza #CeaseFireNOW  #FREEPALESTINE";0;0;0;0;en;1653113096808849433;1718631939639275950;ynsngseyelash;https://twitter.com/ynsngseyelash/status/1718631939639275950
Sun Oct 29 14:12:39 +0000 2023;1718631938968420524;"@jungshasa ITS A HUMANITARIAN DUTY  FREE PALESTINE 🇵🇸 no internet communication, no food, no safe place to live  #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #FreePalestine";0;0;0;0;en;1538349630202580994;1718610760744706359;blue_markf;https://twitter.com/blue_markf/status/1718631938968420524
Sun Oct 29 14:12:39 +0000 2023;1718631938607792574;"#FreePalestine #FreeGaza https://t.co/oHxwPKAmCZ";0;0;0;0;qme;1588606910344753152;1718631938607792574;itss_ayafaa;https://twitter.com/itss_ayafaa/status/1718631938607792574
Sun Oct 29 14:12:39 +0000 2023;1718631938356121998;"Don’t stop talking about Gaza🇵🇸 Don’t stop talking about Gaza🇵🇸 Don’t stop talking about Gaza🇵🇸 Don’t stop talking about Gaza🇵🇸 Don’t stop talking about Gaza🇵🇸 Don’t stop talking about Gaza🇵🇸 Don’t stop talking about Gaza🇵🇸 #CeasefireNOW  #StandWithPalestine #FreePalestine";0;0;0;0;en;1650476209057280002;1718631938356121998;G0LDENL0VER;https://twitter.com/G0LDENL0VER/status/1718631938356121998
Sun Oct 29 14:12:38 +0000 2023;1718631933054423215;"huhu ga tega banget ngeliat anak anak di palestine gila jahat banget ya mereka ga punya hati nurani sumpah   ITS A HUMANITARIAN DUTY I STAND WITH PALESTINE  #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #FreePalestine #FreePalestine";0;0;0;0;in;1442696833445163009;1718631933054423215;louveewws;https://twitter.com/louveewws/status/1718631933054423215
Sun Oct 29 14:12:37 +0000 2023;1718631931775189121;"Even the animals flee in terror when they see how evil you truly are @IDF 🐖 #IDFCRIMINAL  #IDF_TERRORIST  #Gazabombing  #SaveGaza #FreePalestine  #EndTheOccupation  #StopGazaNakba  #PrayForPalestine";0;0;0;0;en;4127367194;1718631931775189121;Khalidha_Saeed;https://twitter.com/Khalidha_Saeed/status/1718631931775189121
Sun Oct 29 14:12:37 +0000 2023;1718631930982473940;"@milkberrycf ITS A HUMANITARIAN DUTY  FREE PALESTINE 🇵🇸 no internet communication, no food, no safe place to live  #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #FreePalestine";0;0;0;0;en;1434053733659275268;1718628997763051954;najaehyyy;https://twitter.com/najaehyyy/status/1718631930982473940
Sun Oct 29 14:12:37 +0000 2023;1718631930789269851;"غزة العزة والكرامة..❤️‍🩹 علمو أبناءكم أن أهالينا في غزة لم يفرطو في الأرض.. سقوها بدمائهم الطاهرة.. خرجو منها إلى السماء لمقابلة ربٍ كريم خرجو مرفوعي الرأس مغفوري الذنب.. 🥹 #غزة #FreePalestine #غزة_العزة #غزة_الآن https://t.co/s7A8epg5Jo";0;0;0;0;ar;1626550053945982976;1718631930789269851;asmaasabri2911;https://twitter.com/asmaasabri2911/status/1718631930789269851
Sun Oct 29 14:12:37 +0000 2023;1718631930751840684;"ITS A HUMANITARIAN DUTY FREE PALESTINE 🇵🇸 #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #FreePalestine https://t.co/R9FsJTh9Q0";0;0;0;0;en;1548324283164012544;1718631930751840684;pearby_;https://twitter.com/pearby_/status/1718631930751840684
Sun Oct 29 14:12:37 +0000 2023;1718631929728430432;"You don't need to be a Muslim to stand for Palestine you just to be Human. 🇵🇸🇵🇸🇵🇸  #FreePalestine https://t.co/WG0N4KAphK";0;0;0;1;en;1350845119621021702;1718631929728430432;cric9_;https://twitter.com/cric9_/status/1718631929728430432
Sun Oct 29 14:12:37 +0000 2023;1718631929623589256;"@luvsjaeno IT'S A HUMANITARIAN DUTY #StopGenocideInGaza #CeaseFireInGaza #StarLinkForGaza #CeaseFireNOW #FreePalestine";0;0;0;0;en;1670009345873162241;1718625448559816984;arthmdw;https://twitter.com/arthmdw/status/1718631929623589256
Sun Oct 29 14:12:36 +0000 2023;1718631926020583832;"@stay_base ITS A HUMANITARIAN DUTY #StopGenocideInGaza  #CeaseFireInGaza   #CeaseFireNOW #FreePalestine";0;0;0;0;en;2992178372;1718619415099658713;jagiyaleeknow;https://twitter.com/jagiyaleeknow/status/1718631926020583832
Sun Oct 29 14:12:36 +0000 2023;1718631925508887013;"ya Allah mobil ambulans diserang pake rudal, sampe drivernya kehilangan matanya 😭😭😭  IT'S A HUMANITARIAN DUTY FREE PALESTINE 🇵🇸 #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #FreePalestine";0;0;0;0;in;1350818074564284418;1718631925508887013;yeontansmine;https://twitter.com/yeontansmine/status/1718631925508887013
Sun Oct 29 14:12:36 +0000 2023;1718631924715991289;"#gazze #gaza #FreePalestine #genocide #kudus  https://t.co/r51iYcYUTn";0;0;0;0;qme;2593882567;1718631924715991289;EminekayaaaKaya;https://twitter.com/EminekayaaaKaya/status/1718631924715991289
Sun Oct 29 14:12:36 +0000 2023;1718631924342624576;"@armybtstudy_twt ITS A HUMANITARIAN DUTY #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW #FreePalestine 🇵🇸";0;0;0;0;en;1662430151546642433;1718621817277915148;KimMinj01998516;https://twitter.com/KimMinj01998516/status/1718631924342624576
Sun Oct 29 14:12:35 +0000 2023;1718631923214610775;"#FreePalestine  #israel 👎";0;0;0;0;qme;1064415620756729856;1718631923214610775;nurazaliahsahat;https://twitter.com/nurazaliahsahat/status/1718631923214610775
Sun Oct 29 14:12:34 +0000 2023;1718631919842419025;"@dekabbh ITS A HUMANITARIAN DUTY    FREE PALESTINE 🇵🇸 no internet communication, no food, no safe place to live    #StopGenocideInGaza  #CeaseFireInGaza  #CeaseFireNOW  #FreePalestine";0;0;0;0;en;1640844737853915136;1718618928874959043;pisiwayacc;https://twitter.com/pisiwayacc/status/1718631919842419025
Sun Oct 29 14:12:34 +0000 2023;1718631918411960346;"A Palestinian paramedic breaks down in tears while trying to calm a child who was rescued from under the rubble  💔💔💔💔💔💔💔💔💔💔  #Gaza #FuryvsNgannou #GazaWar #matthewperry #Gaza_Genocide #FreePalestine #Gazabombing https://t.co/iEPDDjLP0M";0;0;0;0;en;1644407436583870484;1718631918411960346;zizo_965d;https://twitter.com/zizo_965d/status/1718631918411960346
Sun Oct 29 14:12:34 +0000 2023;1718631918089195809;"DON'T STOP TALKING ABOUT PALESTINE DON'T STOP TALKING ABOUT PALESTINE DON'T STOP TALKING ABOUT PALESTINE DON'T STOP TALKING ABOUT PALESTINE  ITS A HUMANITARIAN DUTY!!!   #StopGenocideInGaza  #CeaseFireInGaza   #CeaseFireNOW  #FreePalestine https://t.co/5ZjrpgR5CJ";0;0;0;0;en;1516792913866362880;1718631918089195809;red_wonwoo;https://twitter.com/red_wonwoo/status/1718631918089195809
Sun Oct 29 14:12:34 +0000 2023;1718631917556490469;"Guys, bantu warga Gaza &amp  Palestina dgn memboikot semua produk yg berafiluasi mendukung agresi isra4hell di Palestina. Minimal 90% produk lah guys. Tolong ya guys, tunjukan solidaritasmu ✊  #BDS  #FreePalestine https://t.co/67ABH5DJcX";0;0;0;0;in;1631729401;1718631917556490469;dj_oksma;https://twitter.com/dj_oksma/status/1718631917556490469
Sun Oct 29 14:12:34 +0000 2023;1718631916377956512;"DO NOT STAY SILENT #FREEPALESTINE DO NOT STAY SILENT #FREEPALESTINE DO NOT STAY SILENT #FREEPALESTINE DO NOT STAY SILENT #FREEPALESTINE DO NOT STAY SILENT #FREEPALESTINE DO NOT STAY SILENT #FREEPALESTINE DO NOT STAY SILENT #FREEPALESTINE";0;0;0;0;en;1131184559184199680;1718631916377956512;mingimatchas;https://twitter.com/mingimatchas/status/1718631916377956512
Sun Oct 29 14:12:33 +0000 2023;1718631915224437194;"@newtokkie IT'S A HUMANITARIAN DUTY #StopGenocideInGaza #CeaseFireInGaza #StarLinkForGaza #CeaseFireNOW #FreePalestine";0;0;0;0;en;1683681949968371712;1718618629296812360;dearfishy;https://twitter.com/dearfishy/status/1718631915224437194
Sun Oct 29 14:12:33 +0000 2023;1718631914368549025;"@LORDDBEN IT'S A HUMANITARIAN DUTY #StopGenocideInGaza #CeaseFireInGaza #StarLinkForGaza #CeaseFireNOW #FreePalestine";0;0;0;0;en;1391831966266314756;1718628147644571969;doaaspa;https://twitter.com/doaaspa/status/1718631914368549025
Sun Oct 29 14:12:33 +0000 2023;1718631913999700256;"yallah takut bgt dnger suara ledakan nya🥺 kepikiran mereka setiap hari gmn ngadepin nya,tdr nyeyak ga,makan enak ga yallah astaghfirullah, semoga semua selalu dalam lindungan mu aamiin🙏🏻🥺 #FreePalestine  #Gaza";0;0;0;0;in;1366188850972749827;1718631913999700256;92ksjn__;https://twitter.com/92ksjn__/status/1718631913999700256
Sun Oct 29 14:12:33 +0000 2023;1718631913802351059;"@k11KH3aCEUKcCkn اللهم انهم جندك الذين يحاربون للحفاظ على ديننا وعروبتنا ثبت اقدامهم وقوهم وعنهم وانصرهم امين 🤲🏻 #غزة_الآن #غزه_تنتصر #ابو_عبيده #السفارة_الأمريكية #طوفان_الأقصى #الإجتياح_البري #ElonMusk #starlinkforgaza #FreePalestine";0;0;0;1;ar;1696085254702800896;1716756287915004064;khaddjib;https://twitter.com/khaddjib/status/1718631913802351059
Sun Oct 29 14:12:33 +0000 2023;1718631913773236729;"#CeaseFireInGaza #FreePalestine #StopGenocideInGaza https://t.co/fqSX6CPljj";0;0;0;0;qme;1316231404544352256;1718631913773236729;oceanadisa;https://twitter.com/oceanadisa/status/1718631913773236729
Sun Oct 29 14:12:33 +0000 2023;1718631912686993872;"@hamadasatara IT'S A HUMANITARIAN DUTY #StopGenocideInGaza #CeaseFireInGaza #StarLinkForGaza #CeaseFireNOW #FreePalestine";0;0;0;0;en;1257059233196961792;1718609336954716517;WOOVIA04;https://twitter.com/WOOVIA04/status/1718631912686993872
